crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2025-03-31T00:00:00Z,09:25:00,QUEENS,11101,40.74466,-73.948524,"
,  
(40.74466, -73.948524)",JACKSON AVE,21 ST,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4802928,Sedan,Garbage or Refuse,NA,NA,NA
2025-03-31T00:00:00Z,12:30:00,BROOKLYN,11211,40.72005,-73.95535,"
,  
(40.72005, -73.95535)",BEDFORD AVE,N 11 ST,NA,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,NA,NA,NA,4814148,Station Wagon/Sport Utility Vehicle,FIRE TRUCK,NA,NA,NA
2025-03-31T00:00:00Z,16:32:00,MANHATTAN,10021,40.77211,-73.96115,"
,  
(40.77211, -73.96115)",NA,NA,1044      LEXINGTON AVE,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,NA,NA,NA,4813476,Bus,Bike,NA,NA,NA
2025-03-31T00:00:00Z,00:25:00,NA,NA,40.735752,-73.880516,"
,  
(40.735752, -73.880516)",GRAND AVE,VAN HORN ST,NA,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,NA,NA,NA,NA,4808916,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,17:04:00,BRONX,10459,40.831966,-73.89669,"
,  
(40.831966, -73.89669)",JENNINGS ST,PROSPECT AVE,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4807828,Moped,NA,NA,NA,NA
2025-03-31T00:00:00Z,12:15:00,MANHATTAN,10029,40.79609,-73.941895,"
,  
(40.79609, -73.941895)",NA,NA,2060      3 AVE,6,0,0,0,0,0,6,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4806240,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,15:40:00,MANHATTAN,10016,40.747295,-73.974045,"
,  
(40.747295, -73.974045)",2 AVE,E 38 ST,NA,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4805935,Station Wagon/Sport Utility Vehicle,Bike,NA,NA,NA
2025-03-31T00:00:00Z,20:09:00,BROOKLYN,11208,40.66907,-73.85874,"
,  
(40.66907, -73.85874)",NA,NA,573       EMERALD ST,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,NA,NA,4805426,Sedan,Sedan,Sedan,NA,NA
2025-03-31T00:00:00Z,01:26:00,NA,NA,40.8387,-73.93335,"
,  
(40.8387, -73.93335)",HARLEM RIVER DR,HARLEM RIVER DRIVE EXIT 24 NB,NA,1,0,0,0,0,0,1,0,Alcohol Involvement,NA,NA,NA,NA,4805097,Motorcycle,NA,NA,NA,NA
2025-03-31T00:00:00Z,20:00:00,QUEENS,11370,40.760044,-73.89755,"
,  
(40.760044, -73.89755)",70 ST,30 AVE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4805331,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,23:15:00,BROOKLYN,11214,40.5978,-73.99551,"
,  
(40.5978, -73.99551)",NA,NA,161       BAY 32 ST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4804744,Station Wagon/Sport Utility Vehicle,Pick-up Truck,NA,NA,NA
2025-03-31T00:00:00Z,18:13:00,BROOKLYN,11221,40.6928,-73.92115,"
,  
(40.6928, -73.92115)",EVERGREEN AVE,GROVE ST,NA,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4804513,Station Wagon/Sport Utility Vehicle,Bike,NA,NA,NA
2025-03-31T00:00:00Z,21:45:00,NA,NA,40.7107,-73.9847,"
,  
(40.7107, -73.9847)",FRANKLIN D ROOSEVELT DR,MONTGOMERY ST,NA,0,0,0,0,0,0,0,0,View Obstructed/Limited,NA,NA,NA,NA,4804595,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,10:30:00,MANHATTAN,10014,40.727352,-74.00643,"
,  
(40.727352, -74.00643)",NA,NA,77        CHARLTON ST,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4804252,Box Truck,NA,NA,NA,NA
2025-03-31T00:00:00Z,19:45:00,MANHATTAN,10036,40.7615,-73.99782,"
,  
(40.7615, -73.99782)",11 AVE,W 43 ST,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4804145,Tractor Truck Diesel,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,17:34:00,MANHATTAN,10036,40.760994,-73.99076,"
,  
(40.760994, -73.99076)",W 46 ST,9 AVE,NA,1,0,1,0,0,0,0,0,Turning Improperly,NA,NA,NA,NA,4804150,E-Bike,NA,NA,NA,NA
2025-03-31T00:00:00Z,09:06:00,BROOKLYN,11211,40.71277,-73.94748,"
,  
(40.71277, -73.94748)",LEONARD ST,AINSLIE ST,NA,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,NA,NA,NA,4804235,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,14:12:00,BROOKLYN,11234,40.6146,-73.92447,"
,  
(40.6146, -73.92447)",FILLMORE AVE,E 52 ST,NA,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4804233,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,21:30:00,QUEENS,11420,40.672237,-73.8054,"
,  
(40.672237, -73.8054)",SUTTER AVE,133 ST,NA,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,NA,4804244,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,NA
2025-03-31T00:00:00Z,10:30:00,BROOKLYN,11220,40.640835,-74.01843,"
,  
(40.640835, -74.01843)",60 ST,4 AVE,NA,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4804221,Station Wagon/Sport Utility Vehicle,Box Truck,NA,NA,NA
2025-03-31T00:00:00Z,01:22:00,MANHATTAN,10036,40.763885,-73.99739,"
,  
(40.763885, -73.99739)",NA,NA,617       W 46 ST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4804155,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,17:40:00,NA,NA,NA,NA,NA,CROSS BRONX EXPY EXIT 6 B EB,bruckner blvd,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4803593,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,23:35:00,BROOKLYN,11206,40.699455,-73.93969,"
,  
(40.699455, -73.93969)",BROADWAY,ELLERY ST,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,4803629,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,07:30:00,BROOKLYN,11233,40.676155,-73.92007,"
,  
(40.676155, -73.92007)",NA,NA,2041      PACIFIC ST,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4803865,Bike,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,16:55:00,BROOKLYN,11237,40.704994,-73.91735,"
,  
(40.704994, -73.91735)",ST NICHOLAS AVE,STOCKHOLM ST,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,4803625,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,21:24:00,BRONX,10460,40.845497,-73.88348,"
,  
(40.845497, -73.88348)",E 180 ST,MOHEGAN AVE,NA,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,NA,NA,NA,4804037,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,18:50:00,QUEENS,11373,40.744186,-73.884796,"
,  
(40.744186, -73.884796)",NA,NA,80-08     BAXTER AVE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,NA,NA,NA,4803947,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,21:44:00,MANHATTAN,10017,40.751896,-73.96759,"
,  
(40.751896, -73.96759)",E 47 ST,1 AVE,NA,1,0,0,0,1,0,0,0,Unspecified,Unspecified,NA,NA,NA,4803515,Sedan,Bike,NA,NA,NA
2025-03-31T00:00:00Z,14:09:00,NA,NA,40.67505,-73.73322,"
,  
(40.67505, -73.73322)",LAURELTON PARKWAY,NA,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4804010,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,16:15:00,QUEENS,11427,40.737167,-73.74016,"
,  
(40.737167, -73.74016)",GRAND CENTRAL PARKWAY,STRONGHURST AVENUE,NA,1,0,0,0,0,0,1,0,Brakes Defective,Driver Inattention/Distraction,NA,NA,NA,4803496,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,23:17:00,BRONX,10462,40.8346,-73.861015,"
,  
(40.8346, -73.861015)",MCGRAW AVE,METROPOLITAN AVE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4803993,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,18:03:00,NA,NA,40.666588,-73.808090000000007,"
,  
(40.666588, -73.80809)",BELT PARKWAY,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4803900,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,08:30:00,NA,NA,40.826523,-73.93116,"
,  
(40.826523, -73.93116)",MAJOR DEEGAN EXPRESSWAY,NA,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4804073,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,19:15:00,BRONX,10465,40.830418,-73.82598,"
,  
(40.830418, -73.82598)",E TREMONT AVE,SOMMER PL,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,NA,4803441,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck,NA
2025-03-31T00:00:00Z,22:01:00,MANHATTAN,10017,40.75519,-73.97122,"
,  
(40.75519, -73.97122)",3 AVE,E 49 ST,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,NA,NA,4803514,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA
2025-03-31T00:00:00Z,10:38:00,NA,NA,40.65799,-73.76466,"
,  
(40.65799, -73.76466)",149 RD,183 ST,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4803972,Station Wagon/Sport Utility Vehicle,Box Truck,NA,NA,NA
2025-03-31T00:00:00Z,00:50:00,MANHATTAN,10002,40.716576,-73.99562,"
,  
(40.716576, -73.99562)",NA,NA,75        BOWERY,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,NA,NA,NA,4803665,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,02:00:00,MANHATTAN,10034,40.86769,-73.92121,"
,  
(40.86769, -73.92121)",W 207 ST,BROADWAY,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4803402,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,16:18:00,QUEENS,11420,40.66386,-73.82296,"
,  
(40.66386, -73.82296)",NASSAU EXPY,LEFFERTS BLVD,NA,1,0,0,0,0,0,1,0,Brakes Defective,NA,NA,NA,NA,4803897,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,20:35:00,BRONX,10453,40.853813,-73.91385,"
,  
(40.853813, -73.91385)",W BURNSIDE AVE,ANDREWS AVE S,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4803728,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,00:00:00,BROOKLYN,11221,40.693832,-73.90961,"
,  
(40.693832, -73.90961)",KNICKERBOCKER AVE,HANCOCK ST,NA,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,NA,NA,NA,4803643,Sedan,Motorcycle,NA,NA,NA
2025-03-31T00:00:00Z,20:40:00,NA,NA,40.78515,-73.94063,"
,  
(40.78515, -73.94063)",FDR DRIVE,NA,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,NA,NA,NA,NA,4803537,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,08:08:00,BRONX,10472,40.828583,-73.87917,"
,  
(40.828583, -73.87917)",WESTCHESTER AVE,ELDER AVE,NA,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,NA,NA,NA,4803571,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,15:15:00,BRONX,10459,40.828854,-73.89932,"
,  
(40.828854, -73.89932)",E 168 ST,UNION AVE,NA,1,0,0,0,0,0,1,0,Unspecified,NA,NA,NA,NA,4803512,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,19:50:00,NA,NA,40.666073,-73.76174,"
,  
(40.666073, -73.76174)",S CONDUIT AVE,183 ST,NA,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,NA,NA,NA,4803977,Station Wagon/Sport Utility Vehicle,PK,NA,NA,NA
2025-03-31T00:00:00Z,16:21:00,BRONX,10461,40.840603,-73.84124,"
,  
(40.840603, -73.84124)",E TREMONT AVE,BLONDELL AVE,NA,2,0,0,0,0,0,2,0,Unspecified,Unspecified,NA,NA,NA,4803444,Bus,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,22:25:00,BROOKLYN,11204,40.624546,-73.977974,"
,  
(40.624546, -73.977974)",NA,NA,1974      51 ST,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4803526,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-31T00:00:00Z,18:00:00,BRONX,10451,40.823936,-73.91724,"
,  
(40.823936, -73.91724)",NA,NA,3134      PARK AVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4803997,EMS,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,18:49:00,QUEENS,11356,40.78169,-73.84231,"
,  
(40.78169, -73.84231)",20 AVE,126 ST,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4804041,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,22:00:00,BRONX,10456,40.82587,-73.9072,"
,  
(40.82587, -73.9072)",NA,NA,1015      BOSTON RD,0,0,0,0,0,0,0,0,Turning Improperly,NA,NA,NA,NA,4804034,NA,NA,NA,NA,NA
2025-03-31T00:00:00Z,02:00:00,BROOKLYN,11229,40.605526,-73.94309,"
,  
(40.605526, -73.94309)",NA,NA,3202      NOSTRAND AVE,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,NA,NA,NA,4803399,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,08:00:00,MANHATTAN,10029,40.79258,-73.94662,"
,  
(40.79258, -73.94662)",NA,NA,127       E 106 ST,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,NA,NA,NA,4802680,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,16:56:00,QUEENS,11106,40.76212,-73.92597,"
,  
(40.76212, -73.92597)",NA,NA,30-08     BROADWAY,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4802666,Sedan,Motorcycle,NA,NA,NA
2025-03-31T00:00:00Z,02:30:00,BROOKLYN,11203,40.646294,-73.9435,"
,  
(40.646294, -73.9435)",NA,NA,1118      BROOKLYN AVE,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,4802467,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
2025-03-31T00:00:00Z,10:10:00,BROOKLYN,11218,40.64352,-73.98713,"
,  
(40.64352, -73.98713)",NA,NA,3610      12 AVE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4802586,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,21:15:00,BRONX,10452,40.83578,-73.92862,"
,  
(40.83578, -73.92862)",NA,NA,156       W 166 ST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802736,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,14:00:00,BRONX,10470,40.896954,-73.87201,"
,  
(40.896954, -73.87201)",NA,NA,110       E 235 ST,0,0,0,0,0,0,0,0,Unsafe Speed,NA,NA,NA,NA,4802756,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-31T00:00:00Z,18:20:00,NA,NA,40.66735,-73.76994,"
,  
(40.66735, -73.76994)",BELT PARKWAY,NA,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4802907,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,06:40:00,QUEENS,11369,40.767933,-73.87814,"
,  
(40.767933, -73.87814)",92 ST,23 AVE,NA,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,NA,NA,NA,NA,4802704,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-31T00:00:00Z,11:21:00,MANHATTAN,10023,40.781197,-73.979744,"
,  
(40.781197, -73.979744)",W 76 ST,AMSTERDAM AVE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802645,Ambulance,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,17:34:00,QUEENS,11372,40.75525,-73.89142,"
,  
(40.75525, -73.89142)",NA,NA,75-09     NORTHERN BLVD,0,0,0,0,0,0,0,0,Following Too Closely,NA,NA,NA,NA,4802947,Pick-up Truck,NA,NA,NA,NA
2025-03-31T00:00:00Z,23:03:00,QUEENS,11372,40.756943,-73.872215,"
,  
(40.756943, -73.872215)",NORTHERN BLVD,96 ST,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4802777,Station Wagon/Sport Utility Vehicle,Taxi,NA,NA,NA
2025-03-31T00:00:00Z,05:17:00,QUEENS,11378,40.732018,-73.91904,"
,  
(40.732018, -73.91904)",LONG ISLAND EXPY,48 ST,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4802390,Tractor Truck Diesel,Box Truck,NA,NA,NA
2025-03-31T00:00:00Z,12:45:00,BROOKLYN,11207,40.649345,-73.87845,"
,  
(40.649345, -73.87845)",VAN SICLEN AVE,SCHROEDERS AVE,NA,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,Unspecified,NA,NA,4802671,Sedan,Sedan,Sedan,NA,NA
2025-03-31T00:00:00Z,20:00:00,QUEENS,11358,40.758156,-73.796745,"
,  
(40.758156, -73.796745)",170 ST,43 AVE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802577,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,08:55:00,MANHATTAN,10035,40.80051,-73.92388,"
,  
(40.80051, -73.92388)",NA,NA,25        BRONX SHORE RD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802803,Sedan,Dump,NA,NA,NA
2025-03-31T00:00:00Z,10:18:00,QUEENS,11106,40.761993,-73.94247,"
,  
(40.761993, -73.94247)",VERNON BLVD,36 AVE,NA,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4802864,Sedan,E-Scooter,NA,NA,NA
2025-03-31T00:00:00Z,14:37:00,QUEENS,11419,40.692062,-73.82348,"
,  
(40.692062, -73.82348)",97 AVE,123 ST,NA,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Traffic Control Disregarded,NA,NA,NA,4802606,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,13:15:00,BROOKLYN,11222,40.734222,-73.9498,"
,  
(40.734222, -73.9498)",GREEN ST,PROVOST ST,NA,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,NA,NA,NA,4802638,Van,PK,NA,NA,NA
2025-03-31T00:00:00Z,08:00:00,BROOKLYN,11228,40.62931,-74.01493,"
,  
(40.62931, -74.01493)",NA,NA,824       70 ST,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4802514,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-31T00:00:00Z,19:37:00,STATEN ISLAND,10301,40.630943,-74.104935,"
,  
(40.630943, -74.104935)",NA,NA,467       FOREST AVE,1,0,0,0,0,0,1,0,Turning Improperly,Driver Inexperience,NA,NA,NA,4802722,Sedan,Motorcycle,NA,NA,NA
2025-03-31T00:00:00Z,14:45:00,NA,NA,40.665268,-73.827705,"
,  
(40.665268, -73.827705)",BELT PARKWAY,NA,NA,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,NA,NA,NA,4802608,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,10:45:00,QUEENS,11694,40.580593,-73.82812,"
,  
(40.580593, -73.82812)",NA,NA,107-10    SHORE FRONT PKWY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4802647,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,09:08:00,NA,NA,40.737152,-73.93082,"
,  
(40.737152, -73.93082)",BORDEN AVE,GREENPOINT AVE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4802506,PK,Taxi,NA,NA,NA
2025-03-31T00:00:00Z,21:40:00,NA,NA,40.617924,-74.15578,"
,  
(40.617924, -74.15578)",RICHMOND AVE,DEPPE PL,NA,2,0,0,0,0,0,2,0,Other Vehicular,NA,NA,NA,NA,4802871,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,13:20:00,NA,NA,40.719124,-73.791405,"
,  
(40.719124, -73.791405)",GRAND CENTRAL PKWY,NA,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4802572,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,06:40:00,NA,NA,40.760933,-73.73113,"
,  
(40.760933, -73.73113)",LONG ISLAND EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,NA,NA,NA,4802482,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,14:30:00,QUEENS,11417,40.671932,-73.85164,"
,  
(40.671932, -73.85164)",N CONDUIT AVE,84 ST,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4802658,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,13:00:00,BROOKLYN,11212,40.65531,-73.903175,"
,  
(40.65531, -73.903175)",LINDEN BLVD,MOTHER GASTON BLVD,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802596,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,10:00:00,QUEENS,11004,40.74486,-73.71111,"
,  
(40.74486, -73.71111)",260 ST,80 AVE,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802742,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,12:00:00,QUEENS,11373,40.7349,-73.87407,"
,  
(40.7349, -73.87407)",NA,NA,89-01     QUEENS BLVD,1,0,1,0,0,0,0,0,Backing Unsafely,NA,NA,NA,NA,4802694,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-31T00:00:00Z,07:50:00,BRONX,10466,40.897625,-73.85624,"
,  
(40.897625, -73.85624)",E 237 ST,RICHARDSON AVE,NA,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4802757,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,14:06:00,BROOKLYN,11204,40.615585,-73.97577,"
,  
(40.615585, -73.97577)",NA,NA,5911      23 AVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802587,Chassis Cab,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,14:40:00,NA,NA,40.744465,-73.77179,"
,  
(40.744465, -73.77179)",CLEARVIEW EXPRESSWAY,NA,NA,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,NA,NA,NA,4802565,Box Truck,delivery t,NA,NA,NA
2025-03-31T00:00:00Z,08:45:00,QUEENS,11364,40.73611,-73.74501,"
,  
(40.73611, -73.74501)",UNION TPKE,226 ST,NA,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,4803030,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,10:45:00,NA,NA,40.676308,-73.8027,"
,  
(40.676308, -73.8027)",VAN WYCK EXPWY,NA,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4802624,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-31T00:00:00Z,20:13:00,QUEENS,11411,40.69026,-73.74346,"
,  
(40.69026, -73.74346)",NA,NA,120-03    219 ST,0,0,0,0,0,0,0,0,Animals Action,NA,NA,NA,NA,4802809,Sedan,NA,NA,NA,NA
2025-03-31T00:00:00Z,00:00:00,BROOKLYN,11234,40.62606,-73.91593,"
,  
(40.62606, -73.91593)",NA,NA,2179      RALPH AVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4802995,Sedan,Sedan,NA,NA,NA
2025-03-31T00:00:00Z,07:37:00,BRONX,10463,40.87655,-73.90947,"
,  
(40.87655, -73.90947)",MARBLE HILL AVE,W 227 ST,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4802540,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-31T00:00:00Z,08:15:00,NA,NA,40.60855,-74.13215,"
,  
(40.60855, -74.13215)",N GANNON AVE,BRADLEY AVE,NA,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4802469,Tow Truck / Wrecker,Station Wagon/Sport Utility Vehicle,NA,NA,NA
